record_id,molecule_name,cas_rn,cas_status,pubchem_cid,molecular_formula,inchikey,canonical_smiles,partition,formula_group,component_scope,elemental_scope,mixture_flag,oxygenate_flag,aromaticity_class,structure_class,density_screening_flag_ge_0_90_g_cm3,X01,X02,X03,X04,X05,X06,X07,Y01,Y02,Y03,Y04,Y05,Y06,Y07,reference_map
HC-0093,"4-Octene, (4Z)-",7642-15-1,reported,5364446,C8H16,IRUCBBFNLDIMIK-FPLPWBNLSA-N,CCCC=CCCC,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,112.216,2.0,0.0,0.0,0.0,1.09861228866811,6.74,43.423,31.2037678,0.7186,-118.7,122.5,11.97,0.608,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0094,"5-Undecene, (5E)-",764-97-6,reported,5364447,C11H22,NGCRXXLKJAAUQQ-PKNBQFBNSA-N,CCCCC=CCCCCC,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,154.297,2.0,0.0,0.0,0.0,0.693147180559945,9.74,43.423,32.871211,0.757,-61.1,192.0,59.44,1.1175,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0095,"5-Undecene, (5Z)-",764-96-5,reported,5364488,C11H22,NGCRXXLKJAAUQQ-LUAWRHEFSA-N,CCCCC=CCCCCC,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,154.297,2.0,0.0,0.0,0.0,0.693147180559945,9.74,43.423,32.727915100000004,0.7537,-106.5,192.3,59.64,1.1206,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0096,"2,6-dimethyldecane",,not available or not unambiguously resolved,,C12H26,DHJGXZWEQBKLNV-UHFFFAOYSA-N,CCCCC(C)CCCC(C)C,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,2.0,1.09861228866811,7.63888888888889,43.952682869555,33.28250722382752,0.757234941098022,-78.15,200.13,64.98879,1.2052516959872,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0097,"2,6-dimethylnonane",,not available or not unambiguously resolved,,C11H24,MGNGOEWESNDQAN-UHFFFAOYSA-N,CCCC(C)CCCC(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,1.09861228866811,6.69421487603306,44.0001791277757,33.01238360372469,0.750278391091485,-89.42,177.25,49.36175,0.976751136527137,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0098,trans-3-Heptene,14686-14-7,reported,5357259,C7H14,WZHKDGJSXCTSCK-FNORWQNLSA-N,CCC=CCCC,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,98.189,2.0,0.0,0.0,0.0,0.693147180559945,5.74,43.423,30.960599,0.713,-136.6,95.7,-6.34,0.4888,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0099,trans-3-Hexene,13269-52-8,reported,638066,C6H12,ZQDPJFUHLCOCRG-AATRIKPKSA-N,CCC=CCC,development,C6H12,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,84.162,2.0,0.0,0.0,0.0,1.09861228866811,4.74,43.423,29.4364517,0.6779,-115.4,67.1,-25.87,0.3908,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0100,"beta-Ocimene, (3E)-",3779-61-1,reported,5281553,C10H16,IHPKGUQCSIINRJ-CSKARUKUSA-N,C=CC(C)=CCC=C(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic polyene/diene,False,136.238,1.6,0.0,0.0,2.0,1.09861228866811,5.04062478531533,42.1,32.6696,0.776,-64.1,175.2,38.0,0.9589,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0482
HC-0101,"beta-Ocimene, (3Z)-",3338-55-4,reported,5320250,C10H16,IHPKGUQCSIINRJ-NTMALXAHSA-N,C=CC(C)=CCC=C(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic polyene/diene,False,136.238,1.6,0.0,0.0,2.0,1.09861228866811,5.04062478531533,42.1,32.6696,0.776,-110.53,175.2,47.96,0.9589,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0102,Farnesene,502-61-4,reported,5281516,C15H24,CXENHBSYCFFKJS-VDQVFBMKSA-N,C=CC(C)=CCC=C(C)CCC=C(C)C,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic polyene/diene,False,204.357,1.6,0.0,0.0,3.0,1.09861228866811,8.28331493608625,42.1,36.9217,0.877,-17.2,279.6,119.27,2.6636,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0104,Myrcene,123-35-3,reported,31253,C10H16,UAHWPYUMFXYFJY-UHFFFAOYSA-N,C=CC(=C)CCC=C(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic polyene/diene,False,136.238,1.6,0.0,0.0,2.0,1.09861228866811,5.04062478531533,42.1,33.427400000000006,0.794,-64.83,167.0,44.0,0.8911,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0482
HC-0105,3-methyldecane,,not available or not unambiguously resolved,,C11H24,JJRUZTXRDDMYGM-UHFFFAOYSA-N,CCCCCCCC(C)CC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,1.0,0.693147180559945,8.1,44.0001791277757,33.01238360372469,0.750278391091485,-74.42,177.69,49.66227,0.980638755546608,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0106,"(1S,7S,8aR)-1,2,3,4,6,7,8,8a-Octahydro-1,8a-dimethyl-7-(1-methylethenyl)naphthalene",123408-96-8,reported,656496,C15H24,YONHOSLUBQJXPR-KCQAQPDRSA-N,C=C(C)C1CC=C2CCCC(C)C2(C)C1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,204.357,1.6,0.0,2.0,5.0,0.693147180559945,3.80822743775557,42.1,37.469,0.89,29.5,274.0,115.44,2.5102,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0107,"1,2-Dicyclohexylethane",3321-50-4,reported,76838,C14H26,IBLVSWYGUFGDMF-UHFFFAOYSA-N,C1CCC(CCC2CCCCC2)CC1,development,C14H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,194.362,1.85714285714286,0.0,2.0,2.0,2.19722457733622,5.77777777777778,40.004,32.53645332,0.81333,11.5,270.85,113.29,2.4284,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0280；Y02→REF-0280/REF-0001；Y03→REF-0001；Y04→REF-0281；Y05→REF-0282；Y06→REF-0481；Y07→REF-0482
HC-0108,3-Carene,13466-78-9,reported,26049,C10H16,BQOFWKZOCNGFEC-UHFFFAOYSA-N,CC1=CCC2C(C1)C2(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,136.238,1.6,0.0,2.0,4.0,1.09861228866811,1.66374254705002,42.1,36.36598,0.8638,-13.6,170.0,47.0,0.9152,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0241；Y03→REF-0241；Y04→REF-0004；Y05→REF-0283；Y06→REF-0479；Y07→REF-0482
HC-0109,"alpha-Pinene, (+)-",7785-70-8,reported,82227,C10H16,GRWFGVWFFZKLTI-RKDXNWHRSA-N,CC1=CCC2CC1C2(C)C,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,136.238,1.6,0.0,3.0,4.0,1.09861228866811,1.66374254705002,42.1,35.982449,0.85469,-62.0,155.0,34.17,0.8018,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0284；Y03→REF-0284；Y04→REF-0285；Y05→REF-0286；Y06→REF-0481；Y07→REF-0482
HC-0110,"Amorpha-4,11-diene",92692-39-2,reported,11052747,C15H24,HMTAHNDPLDKYJT-CBBWQLFWSA-N,C=C(C)C1CCC(C)C2CCC(C)=CC12,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,204.357,1.6,0.0,2.0,6.0,0.693147180559945,4.15457352363825,42.1,36.542379000000004,0.86799,16.6,257.6,104.24,2.1164,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0111,beta-Cadinene,523-47-7,reported,10657,C15H24,USDOQCCMRDNVAH-KKUMJFAQSA-N,CC1=CCC2C(C)=CCC(C(C)C)C2C1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,True,204.357,1.6,0.0,2.0,6.0,1.09861228866811,4.15457352363825,42.1,38.896190000000004,0.9239,26.2,259.0,105.2,2.1471,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0112,"3,5-dimethylnonane",,not available or not unambiguously resolved,,C11H24,BAFVBVRBYKSWCE-UHFFFAOYSA-N,CCCCC(C)CC(C)CC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,0.693147180559945,6.69421487603306,44.0001791277757,33.01238360372469,0.750278391091485,-89.42,177.25,49.36175,0.976751136527137,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0113,Cadinane,483-73-8,reported,9548708,C15H28,FZZNNPQZDRVKLU-YTFOTSKYSA-N,CC1CCC2C(C)CCC(C(C)C)C2C1,development,C15H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,208.389,1.86666666666667,0.0,2.0,6.0,1.09861228866811,4.47258979206049,42.991,38.206101700000005,0.8887,5.25,265.1,109.36,2.2869,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0114,"3,6-dimethylnonane",,not available or not unambiguously resolved,,C11H24,YHLBUWVGPXILSW-UHFFFAOYSA-N,CCCC(C)CCC(C)CC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,0.693147180559945,6.69421487603306,44.0001791277757,33.01238360372469,0.750278391091485,-89.42,177.25,49.36175,0.976751136527137,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0115,Carane,554-59-6,reported,79043,C10H18,BWRHOYDPVJPXMF-UHFFFAOYSA-N,CC1CCC2C(C1)C2(C)C,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,138.254,1.8,0.0,2.0,4.0,1.09861228866811,1.77777777777778,42.771,35.846375099999996,0.8381,-25.0,165.0,41.0,0.8754,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0116,Dicyclopentyl,1636-39-1,reported,15417,C10H18,MAWOHFOSAIXURX-UHFFFAOYSA-N,C1CCC(C2CCCC2)C1,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,138.254,1.8,0.0,2.0,2.0,2.19722457733622,2.93877551020408,42.909,34.38426897,0.80133,-35.15,189.85,57.97,1.0956,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0292；Y02→REF-0292/REF-0001；Y03→REF-0001；Y04→REF-0293；Y05→REF-0294；Y06→REF-0481；Y07→REF-0482
HC-0117,"rel-(3aR,7aS)-Octahydro-1H-indene",4551-51-3,reported,643587,C9H16,BNRNAKTVFSZAFA-DTORHVGOSA-N,C1CCC2CCCC2C1,development,C9H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,124.227,1.77777777777778,0.0,2.0,2.0,1.09861228866811,2.31952662721893,42.688,34.011237120000004,0.79674,-36.85,167.85,42.94,0.8979,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0295；Y02→REF-0295/REF-0001；Y03→REF-0001；Y04→REF-0296；Y05→REF-0297；Y06→REF-0481；Y07→REF-0482
HC-0118,Thujane,471-12-5,reported,79017,C10H18,GCTNBVHDRFKLLK-UHFFFAOYSA-N,CC1CCC2(C(C)C)CC12,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,138.254,1.8,0.0,2.0,4.0,1.09861228866811,1.77777777777778,42.771,34.948184100000006,0.8171,-31.0,157.0,35.53,0.8159,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0119,Valencene,4630-07-3,reported,9855795,C15H24,QEBNYNLSCGVZOH-NFAWXSAZSA-N,C=C(C)C1CCC2=CCCC(C)C2(C)C1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,bicyclic alicyclic,False,204.357,1.6,0.0,2.0,5.0,0.693147180559945,3.80822743775557,42.1,37.469,0.89,29.5,253.0,101.1,2.0192,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0120,"2,2,3,3-Tetramethylbutane",594-82-1,reported,11675,C8H18,OMMLUKLXGSRPHK-UHFFFAOYSA-N,CC(C)(C)C(C)(C)C,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,2.0,4.29045944114839,1.75,44.213,36.387299,0.823,-80.13,106.4,4.0,0.5328,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0482
HC-0121,"2,2,4,4-Tetramethylpentane",1070-87-7,reported,14058,C9H20,GUMULFRCHLJNDY-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)C,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,2.0,4.29045944114839,2.31952662721893,44.269,32.42305829,0.73241,-66.15,122.25,11.8,0.8119,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0298；Y02→REF-0298/REF-0001；Y03→REF-0001；Y04→REF-0299；Y05→REF-0300；Y06→REF-0481；Y07→REF-0479
HC-0122,"2,2,4,6,6-Pentamethylheptane",13475-82-6,reported,26058,C12H26,VKPSKYDESGTTFR-UHFFFAOYSA-N,CC(CC(C)(C)C)CC(C)(C)C,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,3.0,4.29045944114839,3.80622837370242,43.953,32.754215130000006,0.74521,-67.15,177.85,49.77,0.9821,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0301；Y03→REF-0301；Y04→REF-0302；Y05→REF-0303；Y06→REF-0481；Y07→REF-0482
HC-0123,"2,3,3-Trimethylpentane",560-21-4,reported,11215,C8H18,OKVWYBALHQFVFP-UHFFFAOYSA-N,CCC(C)(C)C(C)C,development,C8H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,114.232,2.25,0.0,0.0,2.0,1.6094379124341,2.52,44.392,31.99153872,0.72066,-101.15,114.65,6.61,0.7021,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0304；Y02→REF-0304/REF-0001；Y03→REF-0001；Y04→REF-0305；Y05→REF-0306；Y06→REF-0481；Y07→REF-0479
HC-0124,"2,4,6-Trimethyloctane",62016-37-9,reported,545612,C11H24,XHNIFDXYGLPJLP-UHFFFAOYSA-N,CCC(C)CC(C)CC(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,3.0,1.09861228866811,5.625,44.0,32.516,0.739,-66.1,168.5,43.39,0.9031,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0125,"2,6-Dimethylheptane",1072-05-5,reported,14069,C9H20,KBPCCVWUMVGXGF-UHFFFAOYSA-N,CC(C)CCCC(C)C,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,2.0,2.19722457733622,4.83950617283951,44.126,31.7839578,0.7203,-102.9,135.2,20.64,0.6763,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0126,"2,6-Dimethyloctane",2051-30-1,reported,16319,C10H22,ZALHPSXXQIPKTQ-UHFFFAOYSA-N,CCC(C)CCCC(C)C,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,2.0,1.09861228866811,5.76,44.057,32.6242085,0.7405,-66.87,158.85,34.0,0.8292,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0307；Y06→REF-0479；Y07→REF-0482
HC-0127,"2,7-Dimethylnonane",17302-29-3,reported,6428624,C11H24,QYQSPINNJUXEDY-UHFFFAOYSA-N,CCC(C)CCCCC(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,1.09861228866811,6.69421487603306,44.0,32.604,0.741,-54.8,182.3,52.81,1.0225,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0128,"2,7-Dimethyloctane",1072-16-8,reported,14070,C10H22,KEVMYFLMMDUPJE-UHFFFAOYSA-N,CC(C)CCCCC(C)C,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,2.0,2.19722457733622,5.76,44.019,32.667380279999996,0.74212,-53.15,159.95,37.55,0.8373,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0308；Y02→REF-0308/REF-0001；Y03→REF-0001；Y04→REF-0309；Y05→REF-0310；Y06→REF-0481；Y07→REF-0482
HC-0129,2-Methyldecane,,not available or not unambiguously resolved,23415,C11H24,CNPVJWYWYZMPDS-UHFFFAOYSA-N,CCCCCCCCC(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,1.0,1.09861228866811,8.1,44.0,32.4852,0.7383,-48.9,189.3,57.59,1.0901,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0311；Y05→REF-0311；Y06→REF-0481；Y07→REF-0482
HC-0130,2-Methyloctane,3221-61-2,reported,18591,C9H20,ZUBZATZOEPUUQF-UHFFFAOYSA-N,CCCCCCC(C)C,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,1.0,1.09861228866811,6.125,44.126,31.5633278,0.7153,-80.4,142.95,25.93,0.6582,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0312；Y05→REF-0313；Y06→REF-0481；Y07→REF-0479
HC-0131,3-Ethylnonane,17302-11-3,reported,529886,C11H24,FKJSIWPQZCKMIL-UHFFFAOYSA-N,CCCCCCC(CC)CC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,1.0,1.09861228866811,8.1,44.0,32.647999999999996,0.742,-43.5,188.9,57.32,1.0861,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0132,3-Ethyloctane,5881-17-4,reported,79985,C10H22,OEYGTUAKNZFCDJ-UHFFFAOYSA-N,CCCCCC(CC)CC,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,1.0,1.09861228866811,7.11111111111111,44.057,32.293781,0.733,-55.5,166.5,42.02,0.8872,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0133,3-Ethylpentane,617-78-7,reported,12048,C7H16,AORMDLNPRGXHHL-UHFFFAOYSA-N,CCC(CC)CC,development,C7H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,100.205,2.28571428571429,0.0,0.0,1.0,1.94591014905531,4.16666666666667,44.552,31.46128584,0.70617,-118.75,93.45,-7.87,0.441,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0314；Y02→REF-0314/REF-0001；Y03→REF-0001；Y04→REF-0315；Y05→REF-0316；Y06→REF-0481；Y07→REF-0479
HC-0134,3-Methylnonane,5911-04-6,reported,22202,C10H22,PLZDDPSCZHRBOY-UHFFFAOYSA-N,CCCCCCC(C)CC,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,1.0,0.693147180559945,7.11111111111111,44.057,32.399517800000005,0.7354,-84.66,167.75,42.87,0.8971,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0317；Y05→REF-0318；Y06→REF-0481；Y07→REF-0482
